seed,episode,policy,return_value
330,0,learned_model,115.0
330,1,reference,138.0
330,1,learned_model,134.0
330,2,reference,189.0
330,2,learned_model,191.0
330,3,reference,76.0
330,3,learned_model,77.0
330,4,reference,70.0
330,4,learned_model,70.0
330,5,reference,289.0
330,5,learned_model,289.0
330,6,reference,184.0
330,6,learned_model,184.0
330,7,reference,70.0
330,7,learned_model,70.0
330,8,reference,74.0
330,8,learned_model,74.0
330,9,reference,254.0
330,9,learned_model,254.0
330,10,reference,76.0
330,10,learned_model,76.0
330,11,reference,94.0
330,11,learned_model,95.0
330,12,reference,113.0
330,12,learned_model,113.0
330,13,reference,190.0
330,13,learned_model,188.0
330,14,reference,76.0
330,14,learned_model,76.0
330,15,reference,71.0
330,15,learned_model,71.0
330,16,reference,198.0
330,16,learned_model,198.0
330,17,reference,212.0
330,17,learned_model,158.0
330,18,reference,199.0
330,18,learned_model,352.0
330,19,reference,190.0
330,19,learned_model,190.0
