seed,algorithm,noise_level,real_steps,planning_updates,greedy_return,optimal_return,policy_loss
88,Q-learning,0.0,100,0,-1.1113963922151286,6.263607903500317,7.375004295715446
88,Q-learning,0.0,200,0,2.0404201154221284,6.263607903500317,4.223187788078189
88,Q-learning,0.0,300,0,-0.14690510376680727,6.263607903500317,6.410513007267124
88,Q-learning,0.0,400,0,0.34942978705172,6.263607903500317,5.914178116448596
88,Q-learning,0.0,500,0,5.864349352577823,6.263607903500317,0.39925855092249396
88,Q-learning,0.0,600,0,5.864349352577823,6.263607903500317,0.39925855092249396
88,Q-learning,0.0,700,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,800,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,900,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,1000,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,1100,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,1200,0,6.191746974574256,6.263607903500317,0.07186092892606055
88,Q-learning,0.0,1300,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1400,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1500,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1600,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1700,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1800,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,1900,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2000,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2100,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2200,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2300,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2400,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2500,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2600,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2700,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2800,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,2900,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3000,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3100,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3200,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3300,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3400,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3500,0,3.1277851371125043,6.263607903500317,3.1358227663878124
88,Q-learning,0.0,3600,0,5.670763633773459,6.263607903500317,0.5928442697268581
88,Q-learning,0.0,3700,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3800,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,3900,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4000,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4100,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4200,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4300,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4400,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4500,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4600,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4700,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4800,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,4900,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Q-learning,0.0,5000,0,6.212548523117145,6.263607903500317,0.05105938038317159
88,Dyna-Q,0.0,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
88,Dyna-Q,0.0,100,500,5.623929898365798,6.263607903500317,0.6396780051345186
88,Dyna-Q,0.0,200,1000,6.173061391445033,6.263607903500317,0.0905465120552833
88,Dyna-Q,0.0,300,1500,6.182864985050987,6.263607903500317,0.08074291844932979
88,Dyna-Q,0.0,400,2000,6.194383616197963,6.263607903500317,0.06922428730235364
88,Dyna-Q,0.0,500,2500,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,600,3000,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,700,3500,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,800,4000,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,900,4500,6.068635994570415,6.263607903500317,0.1949719089299018
88,Dyna-Q,0.0,1000,5000,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,1100,5500,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,1200,6000,3.0751949508881324,6.263607903500317,3.1884129526121843
88,Dyna-Q,0.0,1300,6500,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,1400,7000,2.541419679812281,6.263607903500317,3.7221882236880357
88,Dyna-Q,0.0,1500,7500,6.0819317914283335,6.263607903500317,0.1816761120719832
88,Dyna-Q,0.0,1600,8000,2.769903275291702,6.263607903500317,3.4937046282086146
88,Dyna-Q,0.0,1700,8500,6.068635994570415,6.263607903500317,0.1949719089299018
88,Dyna-Q,0.0,1800,9000,6.068635994570415,6.263607903500317,0.1949719089299018
88,Dyna-Q,0.0,1900,9500,6.068635994570415,6.263607903500317,0.1949719089299018
88,Dyna-Q,0.0,2000,10000,5.993662631944226,6.263607903500317,0.2699452715560904
88,Dyna-Q,0.0,2100,10500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2200,11000,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2300,11500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2400,12000,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2500,12500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2600,13000,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2700,13500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,2800,14000,3.308404952486637,6.263607903500317,2.9552029510136797
88,Dyna-Q,0.0,2900,14500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,3000,15000,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,3100,15500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.0,3200,16000,6.212918072125948,6.263607903500317,0.050689831374368666
88,Dyna-Q,0.0,3300,16500,6.212918072125948,6.263607903500317,0.050689831374368666
88,Dyna-Q,0.0,3400,17000,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,3500,17500,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,3600,18000,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,3700,18500,2.824116684874917,6.263607903500317,3.4394912186254
88,Dyna-Q,0.0,3800,19000,5.931088779789359,6.263607903500317,0.3325191237109575
88,Dyna-Q,0.0,3900,19500,5.931088779789359,6.263607903500317,0.3325191237109575
88,Dyna-Q,0.0,4000,20000,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,4100,20500,2.9813939832787133,6.263607903500317,3.2822139202216034
88,Dyna-Q,0.0,4200,21000,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,4300,21500,6.2122445163512765,6.263607903500317,0.05136338714904021
88,Dyna-Q,0.0,4400,22000,6.211806779627448,6.263607903500317,0.051801123872868615
88,Dyna-Q,0.0,4500,22500,2.8620513848253304,6.263607903500317,3.4015565186749863
88,Dyna-Q,0.0,4600,23000,6.211806779627448,6.263607903500317,0.051801123872868615
88,Dyna-Q,0.0,4700,23500,6.211806779627448,6.263607903500317,0.051801123872868615
88,Dyna-Q,0.0,4800,24000,6.103476481273137,6.263607903500317,0.16013142222718013
88,Dyna-Q,0.0,4900,24500,6.103476481273137,6.263607903500317,0.16013142222718013
88,Dyna-Q,0.0,5000,25000,6.103476481273137,6.263607903500317,0.16013142222718013
88,Dyna-Q,0.15,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
88,Dyna-Q,0.15,100,500,1.272539307527284,6.263607903500317,4.991068595973033
88,Dyna-Q,0.15,200,1000,1.105002324196969,6.263607903500317,5.158605579303348
88,Dyna-Q,0.15,300,1500,6.159802792253835,6.263607903500317,0.10380511124648173
88,Dyna-Q,0.15,400,2000,5.921051782536242,6.263607903500317,0.3425561209640744
88,Dyna-Q,0.15,500,2500,6.178633959469218,6.263607903500317,0.08497394403109837
88,Dyna-Q,0.15,600,3000,2.936083837981601,6.263607903500317,3.3275240655187157
88,Dyna-Q,0.15,700,3500,6.166608930164483,6.263607903500317,0.0969989733358334
88,Dyna-Q,0.15,800,4000,-0.30269124617823895,6.263607903500317,6.566299149678556
88,Dyna-Q,0.15,900,4500,6.168304305013897,6.263607903500317,0.0953035984864199
88,Dyna-Q,0.15,1000,5000,5.850077255123614,6.263607903500317,0.4135306483767023
88,Dyna-Q,0.15,1100,5500,5.892185412942566,6.263607903500317,0.3714224905577508
88,Dyna-Q,0.15,1200,6000,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.15,1300,6500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.15,1400,7000,5.714022304088591,6.263607903500317,0.549585599411726
88,Dyna-Q,0.15,1500,7500,6.243203409411358,6.263607903500317,0.02040449408895828
88,Dyna-Q,0.15,1600,8000,5.193983953536922,6.263607903500317,1.069623949963395
88,Dyna-Q,0.15,1700,8500,2.6084369474843005,6.263607903500317,3.655170956016016
88,Dyna-Q,0.15,1800,9000,-1.0353999269182317,6.263607903500317,7.299007830418549
88,Dyna-Q,0.15,1900,9500,2.4773772129088285,6.263607903500317,3.786230690591488
88,Dyna-Q,0.15,2000,10000,2.3831001595034693,6.263607903500317,3.8805077439968474
88,Dyna-Q,0.15,2100,10500,2.398210532133771,6.263607903500317,3.8653973713665457
88,Dyna-Q,0.15,2200,11000,5.887989486686501,6.263607903500317,0.3756184168138157
88,Dyna-Q,0.15,2300,11500,5.43637402322564,6.263607903500317,0.8272338802746768
88,Dyna-Q,0.15,2400,12000,5.0769523032812724,6.263607903500317,1.1866556002190443
88,Dyna-Q,0.15,2500,12500,3.1676176610175673,6.263607903500317,3.0959902424827495
88,Dyna-Q,0.15,2600,13000,6.202814750009179,6.263607903500317,0.06079315349113745
88,Dyna-Q,0.15,2700,13500,5.513638027028608,6.263607903500317,0.7499698764717087
88,Dyna-Q,0.15,2800,14000,2.962139966190711,6.263607903500317,3.3014679373096056
88,Dyna-Q,0.15,2900,14500,6.202814750009179,6.263607903500317,0.06079315349113745
88,Dyna-Q,0.15,3000,15000,-0.7050617101290367,6.263607903500317,6.968669613629354
88,Dyna-Q,0.15,3100,15500,1.7767749866296576,6.263607903500317,4.486832916870659
88,Dyna-Q,0.15,3200,16000,2.9228552319808228,6.263607903500317,3.340752671519494
88,Dyna-Q,0.15,3300,16500,6.153710052136617,6.263607903500317,0.10989785136369967
88,Dyna-Q,0.15,3400,17000,5.634468111810936,6.263607903500317,0.6291397916893811
88,Dyna-Q,0.15,3500,17500,5.854060166009533,6.263607903500317,0.4095477374907839
88,Dyna-Q,0.15,3600,18000,6.159349874584193,6.263607903500317,0.10425802891612346
88,Dyna-Q,0.15,3700,18500,6.170446580190429,6.263607903500317,0.09316132330988758
88,Dyna-Q,0.15,3800,19000,-0.7386245190842265,6.263607903500317,7.002232422584544
88,Dyna-Q,0.15,3900,19500,6.17006985912473,6.263607903500317,0.09353804437558644
88,Dyna-Q,0.15,4000,20000,6.170446580190429,6.263607903500317,0.09316132330988758
88,Dyna-Q,0.15,4100,20500,5.869005234248166,6.263607903500317,0.3946026692521505
88,Dyna-Q,0.15,4200,21000,5.552275776504302,6.263607903500317,0.7113321269960151
88,Dyna-Q,0.15,4300,21500,5.855050720396309,6.263607903500317,0.40855718310400757
88,Dyna-Q,0.15,4400,22000,2.8620513848253304,6.263607903500317,3.4015565186749863
88,Dyna-Q,0.15,4500,22500,5.888340368496468,6.263607903500317,0.37526753500384835
88,Dyna-Q,0.15,4600,23000,2.8820512795436803,6.263607903500317,3.3815566239566364
88,Dyna-Q,0.15,4700,23500,5.864349352577823,6.263607903500317,0.39925855092249396
88,Dyna-Q,0.15,4800,24000,6.08469430749679,6.263607903500317,0.17891359600352708
88,Dyna-Q,0.15,4900,24500,6.100562494170613,6.263607903500317,0.1630454093297038
88,Dyna-Q,0.15,5000,25000,6.103476481273137,6.263607903500317,0.16013142222718013
88,Dyna-Q,0.35,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
88,Dyna-Q,0.35,100,500,0.9765654559936392,6.263607903500317,5.2870424475066775
88,Dyna-Q,0.35,200,1000,5.847960370398022,6.263607903500317,0.41564753310229463
88,Dyna-Q,0.35,300,1500,3.125150389422097,6.263607903500317,3.13845751407822
88,Dyna-Q,0.35,400,2000,-1.3359640071829053,6.263607903500317,7.599571910683222
88,Dyna-Q,0.35,500,2500,5.141195924875592,6.263607903500317,1.1224119786247249
88,Dyna-Q,0.35,600,3000,2.9885662228591903,6.263607903500317,3.2750416806411264
88,Dyna-Q,0.35,700,3500,2.986234766802283,6.263607903500317,3.2773731366980337
88,Dyna-Q,0.35,800,4000,1.9357533495248493,6.263607903500317,4.327854553975468
88,Dyna-Q,0.35,900,4500,-1.9377971628986073,6.263607903500317,8.201405066398923
88,Dyna-Q,0.35,1000,5000,6.110483831780786,6.263607903500317,0.1531240717195308
88,Dyna-Q,0.35,1100,5500,2.9397990324107477,6.263607903500317,3.323808871089569
88,Dyna-Q,0.35,1200,6000,1.8876728573509027,6.263607903500317,4.375935046149414
88,Dyna-Q,0.35,1300,6500,2.8792290192211527,6.263607903500317,3.384378884279164
88,Dyna-Q,0.35,1400,7000,3.1085308177152653,6.263607903500317,3.1550770857850514
88,Dyna-Q,0.35,1500,7500,0.3234176338507894,6.263607903500317,5.940190269649527
88,Dyna-Q,0.35,1600,8000,5.904713752896813,6.263607903500317,0.35889415060350327
88,Dyna-Q,0.35,1700,8500,5.9121134035353915,6.263607903500317,0.3514944999649252
88,Dyna-Q,0.35,1800,9000,5.669626084332223,6.263607903500317,0.5939818191680937
88,Dyna-Q,0.35,1900,9500,6.078258353273612,6.263607903500317,0.18534955022670463
88,Dyna-Q,0.35,2000,10000,3.193893484431108,6.263607903500317,3.0697144190692085
88,Dyna-Q,0.35,2100,10500,6.110899083735137,6.263607903500317,0.1527088197651798
88,Dyna-Q,0.35,2200,11000,6.078258353273612,6.263607903500317,0.18534955022670463
88,Dyna-Q,0.35,2300,11500,6.078258353273612,6.263607903500317,0.18534955022670463
88,Dyna-Q,0.35,2400,12000,5.932625922595315,6.263607903500317,0.3309819809050021
88,Dyna-Q,0.35,2500,12500,6.256124060693601,6.263607903500317,0.007483842806715657
88,Dyna-Q,0.35,2600,13000,6.256124060693601,6.263607903500317,0.007483842806715657
88,Dyna-Q,0.35,2700,13500,1.5773290948091832,6.263607903500317,4.686278808691133
88,Dyna-Q,0.35,2800,14000,0.9354937711060025,6.263607903500317,5.328114132394314
88,Dyna-Q,0.35,2900,14500,5.372885688743246,6.263607903500317,0.890722214757071
88,Dyna-Q,0.35,3000,15000,2.8792290192211527,6.263607903500317,3.384378884279164
88,Dyna-Q,0.35,3100,15500,3.0602785337840137,6.263607903500317,3.203329369716303
88,Dyna-Q,0.35,3200,16000,3.1460470222173673,6.263607903500317,3.1175608812829494
88,Dyna-Q,0.35,3300,16500,5.942502034866346,6.263607903500317,0.3211058686339703
88,Dyna-Q,0.35,3400,17000,6.208548774307757,6.263607903500317,0.05505912919255973
88,Dyna-Q,0.35,3500,17500,5.929250817986956,6.263607903500317,0.33435708551336063
88,Dyna-Q,0.35,3600,18000,5.458744543153659,6.263607903500317,0.8048633603466575
88,Dyna-Q,0.35,3700,18500,0.4680141176258971,6.263607903500317,5.79559378587442
88,Dyna-Q,0.35,3800,19000,-0.10868032134358967,6.263607903500317,6.372288224843906
88,Dyna-Q,0.35,3900,19500,5.365228555145423,6.263607903500317,0.8983793483548936
88,Dyna-Q,0.35,4000,20000,1.0879206914311763,6.263607903500317,5.175687212069141
88,Dyna-Q,0.35,4100,20500,6.22272458098214,6.263607903500317,0.04088332251817661
88,Dyna-Q,0.35,4200,21000,2.9646629781587053,6.263607903500317,3.2989449253416114
88,Dyna-Q,0.35,4300,21500,5.961797929348431,6.263607903500317,0.3018099741518858
88,Dyna-Q,0.35,4400,22000,-1.260210767720853,6.263607903500317,7.52381867122117
88,Dyna-Q,0.35,4500,22500,5.9748652528564765,6.263607903500317,0.2887426506438402
88,Dyna-Q,0.35,4600,23000,0.3128155350439745,6.263607903500317,5.950792368456343
88,Dyna-Q,0.35,4700,23500,6.112085868409676,6.263607903500317,0.15152203509064055
88,Dyna-Q,0.35,4800,24000,1.9827932585469739,6.263607903500317,4.280814644953343
88,Dyna-Q,0.35,4900,24500,5.9535309475387574,6.263607903500317,0.31007695596155926
88,Dyna-Q,0.35,5000,25000,0.7692506166143943,6.263607903500317,5.494357286885922
99,Q-learning,0.0,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
99,Q-learning,0.0,100,0,-1.9981203851883536,6.263607903500317,8.261728288688671
99,Q-learning,0.0,200,0,0.34570420137201546,6.263607903500317,5.917903702128301
99,Q-learning,0.0,300,0,0.8275823753714324,6.263607903500317,5.4360255281288845
99,Q-learning,0.0,400,0,0.30207977367912,6.263607903500317,5.961528129821197
99,Q-learning,0.0,500,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,600,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,700,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,800,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,900,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1000,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1100,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1200,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1300,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1400,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1500,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1600,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1700,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1800,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,1900,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2000,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2100,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2200,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2300,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2400,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2500,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2600,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2700,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2800,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,2900,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3000,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3100,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3200,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3300,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3400,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3500,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3600,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3700,0,3.0687765371302778,6.263607903500317,3.194831366370039
99,Q-learning,0.0,3800,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,3900,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4000,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4100,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4200,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4300,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4400,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4500,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4600,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4700,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4800,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,4900,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Q-learning,0.0,5000,0,6.103476481273137,6.263607903500317,0.16013142222718013
99,Dyna-Q,0.0,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
99,Dyna-Q,0.0,100,500,0.7494216773024579,6.263607903500317,5.514186226197859
99,Dyna-Q,0.0,200,1000,2.8620513848253304,6.263607903500317,3.4015565186749863
99,Dyna-Q,0.0,300,1500,5.467081820272967,6.263607903500317,0.7965260832273495
99,Dyna-Q,0.0,400,2000,5.993662631944226,6.263607903500317,0.2699452715560904
99,Dyna-Q,0.0,500,2500,5.993662631944226,6.263607903500317,0.2699452715560904
99,Dyna-Q,0.0,600,3000,5.910521856321336,6.263607903500317,0.35308604717898096
99,Dyna-Q,0.0,700,3500,5.910521856321336,6.263607903500317,0.35308604717898096
99,Dyna-Q,0.0,800,4000,5.550232161569232,6.263607903500317,0.7133757419310847
99,Dyna-Q,0.0,900,4500,5.932308240828743,6.263607903500317,0.33129966267157407
99,Dyna-Q,0.0,1000,5000,5.932308240828743,6.263607903500317,0.33129966267157407
99,Dyna-Q,0.0,1100,5500,5.929645413019012,6.263607903500317,0.333962490481305
99,Dyna-Q,0.0,1200,6000,-0.39523770654546814,6.263607903500317,6.658845610045785
99,Dyna-Q,0.0,1300,6500,5.673482765364726,6.263607903500317,0.5901251381355905
99,Dyna-Q,0.0,1400,7000,5.659337818117677,6.263607903500317,0.6042700853826393
99,Dyna-Q,0.0,1500,7500,5.929645413019012,6.263607903500317,0.333962490481305
99,Dyna-Q,0.0,1600,8000,5.6275383060826565,6.263607903500317,0.6360695974176602
99,Dyna-Q,0.0,1700,8500,5.6917135328633135,6.263607903500317,0.5718943706370032
99,Dyna-Q,0.0,1800,9000,5.519469573473282,6.263607903500317,0.7441383300270346
99,Dyna-Q,0.0,1900,9500,5.563720311539001,6.263607903500317,0.6998875919613159
99,Dyna-Q,0.0,2000,10000,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,2100,10500,5.521670164353604,6.263607903500317,0.7419377391467128
99,Dyna-Q,0.0,2200,11000,5.7874463338193785,6.263607903500317,0.47616156968093826
99,Dyna-Q,0.0,2300,11500,5.339508259890096,6.263607903500317,0.9240996436102211
99,Dyna-Q,0.0,2400,12000,5.339508259890096,6.263607903500317,0.9240996436102211
99,Dyna-Q,0.0,2500,12500,5.781308065012353,6.263607903500317,0.48229983848796376
99,Dyna-Q,0.0,2600,13000,5.781308065012353,6.263607903500317,0.48229983848796376
99,Dyna-Q,0.0,2700,13500,5.781308065012353,6.263607903500317,0.48229983848796376
99,Dyna-Q,0.0,2800,14000,5.781308065012353,6.263607903500317,0.48229983848796376
99,Dyna-Q,0.0,2900,14500,5.781308065012353,6.263607903500317,0.48229983848796376
99,Dyna-Q,0.0,3000,15000,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3100,15500,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3200,16000,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3300,16500,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3400,17000,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3500,17500,5.848523561341891,6.263607903500317,0.4150843421584254
99,Dyna-Q,0.0,3600,18000,5.849092118126111,6.263607903500317,0.4145157853742054
99,Dyna-Q,0.0,3700,18500,5.872940682867183,6.263607903500317,0.39066722063313364
99,Dyna-Q,0.0,3800,19000,5.574725780767001,6.263607903500317,0.6888821227333155
99,Dyna-Q,0.0,3900,19500,3.0444722684909755,6.263607903500317,3.219135635009341
99,Dyna-Q,0.0,4000,20000,3.1510745979158292,6.263607903500317,3.1125333055844875
99,Dyna-Q,0.0,4100,20500,5.659337818117677,6.263607903500317,0.6042700853826393
99,Dyna-Q,0.0,4200,21000,5.6917135328633135,6.263607903500317,0.5718943706370032
99,Dyna-Q,0.0,4300,21500,5.599028520567723,6.263607903500317,0.6645793829325939
99,Dyna-Q,0.0,4400,22000,5.892602209211672,6.263607903500317,0.3710056942886446
99,Dyna-Q,0.0,4500,22500,5.914598134479561,6.263607903500317,0.3490097690207561
99,Dyna-Q,0.0,4600,23000,5.9260405169324635,6.263607903500317,0.33756738656785323
99,Dyna-Q,0.0,4700,23500,5.889741112545065,6.263607903500317,0.373866790955252
99,Dyna-Q,0.0,4800,24000,5.91396541180762,6.263607903500317,0.34964249169269657
99,Dyna-Q,0.0,4900,24500,5.857396239306868,6.263607903500317,0.40621166419344856
99,Dyna-Q,0.0,5000,25000,6.211806779627448,6.263607903500317,0.051801123872868615
99,Dyna-Q,0.15,0,0,-2.0000000000000013,6.263607903500317,8.263607903500318
99,Dyna-Q,0.15,100,500,0.13736546434765623,6.263607903500317,6.12624243915266
99,Dyna-Q,0.15,200,1000,-1.2080457275835303,6.263607903500317,7.471653631083847
99,Dyna-Q,0.15,300,1500,4.865482014288805,6.263607903500317,1.3981258892115118
99,Dyna-Q,0.15,400,2000,1.3461202305322422,6.263607903500317,4.9174876729680745
99,Dyna-Q,0.15,500,2500,5.417429277355578,6.263607903500317,0.8461786261447388
99,Dyna-Q,0.15,600,3000,2.108405624710036,6.263607903500317,4.155202278790281
99,Dyna-Q,0.15,700,3500,1.193144232226342,6.263607903500317,5.070463671273975
99,Dyna-Q,0.15,800,4000,5.597370583952381,6.263607903500317,0.6662373195479354
99,Dyna-Q,0.15,900,4500,5.691808285343068,6.263607903500317,0.5717996181572484
99,Dyna-Q,0.15,1000,5000,6.237175951074367,6.263607903500317,0.026431952425949312
99,Dyna-Q,0.15,1100,5500,6.206546556333086,6.263607903500317,0.05706134716723099
