seed,epoch,n_transitions,mse
77,81,600,3.1762471561897225e-07
77,82,600,3.321297730221168e-07
77,83,600,3.290661155867719e-07
77,84,600,2.974822510431726e-07
77,85,600,2.8594104629806487e-07
77,86,600,2.9865023767689834e-07
77,87,600,3.0658207096298374e-07
77,88,600,2.9090633486667256e-07
77,89,600,2.762426143925424e-07
77,90,600,2.7749767347610316e-07
77,91,600,2.687907150283009e-07
77,92,600,2.6613998696084795e-07
77,93,600,2.595522432395563e-07
77,94,600,2.5529143902016784e-07
77,95,600,2.7578268277226777e-07
77,96,600,2.4823751785836646e-07
77,97,600,2.403172053121986e-07
77,98,600,2.3968303380390926e-07
77,99,600,2.2979037324651133e-07
77,100,600,2.316416476925329e-07
77,101,600,2.2152041024906124e-07
77,102,600,2.2632290225781044e-07
77,103,600,2.5649652316492154e-07
77,104,600,2.402550685743384e-07
77,105,600,2.3251287237557284e-07
77,106,600,2.1048374380047553e-07
77,107,600,1.9850734943068008e-07
77,108,600,2.203813360480174e-07
77,109,600,2.229503098910276e-07
77,110,600,2.3648459860300806e-07
77,111,600,2.1372343685231354e-07
77,112,600,2.008769448324481e-07
77,113,600,1.8590736129011163e-07
77,114,600,2.0907113158847622e-07
77,115,600,2.0071135120241182e-07
77,116,600,1.9955158846510367e-07
77,117,600,2.110189284035426e-07
77,118,600,1.9601051781436534e-07
77,119,600,1.957544509273727e-07
88,0,600,0.01834069695936418
88,1,600,0.0015913014140862382
88,2,600,0.00027387541589345534
88,3,600,9.165691377634893e-05
88,4,600,5.0788106952830655e-05
88,5,600,3.442855561029558e-05
88,6,600,2.54420672095684e-05
88,7,600,1.9544739657967038e-05
88,8,600,1.6252703526812466e-05
88,9,600,1.3699341769480318e-05
88,10,600,1.1790337478152268e-05
88,11,600,1.0314392774920347e-05
88,12,600,9.294723033810061e-06
88,13,600,8.42479132763018e-06
88,14,600,7.680580409597546e-06
88,15,600,7.406474120024972e-06
88,16,600,6.488054647266644e-06
88,17,600,5.991970484549376e-06
88,18,600,5.5340018063457375e-06
88,19,600,5.118839676230747e-06
88,20,600,4.735620668246778e-06
88,21,600,4.620775413107032e-06
88,22,600,4.258717942655877e-06
88,23,600,4.1271795225839006e-06
88,24,600,3.898393193642397e-06
88,25,600,3.6917941483089213e-06
88,26,600,3.432331235624014e-06
88,27,600,3.3391652562529904e-06
88,28,600,3.124155357095572e-06
88,29,600,3.032958482818733e-06
88,30,600,2.9197707039872373e-06
88,31,600,2.7633085862458084e-06
88,32,600,2.662677757981376e-06
88,33,600,2.590293897092603e-06
88,34,600,2.410149617940318e-06
88,35,600,2.3488937358706604e-06
88,36,600,2.2534085665507805e-06
88,37,600,2.1395459378637548e-06
88,38,600,2.014651439415167e-06
88,39,600,1.9113176335849857e-06
88,40,600,1.8556551768405797e-06
88,41,600,1.8030989448753212e-06
88,42,600,1.7610042911990984e-06
88,43,600,1.7309070639576499e-06
88,44,600,1.6465860198877632e-06
88,45,600,1.5732838679277366e-06
88,46,600,1.4577647457252552e-06
88,47,600,1.4178624257367213e-06
88,48,600,1.390948827257058e-06
88,49,600,1.3176164118608303e-06
88,50,600,1.3259973857920588e-06
88,51,600,1.2447325574564607e-06
88,52,600,1.128923203527608e-06
88,53,600,1.0925865557223198e-06
88,54,600,1.0939975125941266e-06
88,55,600,1.0087738533720288e-06
88,56,600,9.649726696113106e-07
88,57,600,9.855929103028565e-07
88,58,600,9.467785745480219e-07
88,59,600,8.83611412099957e-07
88,60,600,8.562024184381076e-07
88,61,600,8.612235744390331e-07
88,62,600,8.09293537354518e-07
88,63,600,7.65774270923047e-07
88,64,600,7.345411850230066e-07
88,65,600,7.83527350808742e-07
88,66,600,6.98124115148714e-07
88,67,600,6.795338388081673e-07
88,68,600,6.350132667277745e-07
88,69,600,6.194913646296347e-07
88,70,600,6.395031906130928e-07
88,71,600,6.235394305588814e-07
88,72,600,5.93450836636054e-07
88,73,600,5.485211421261594e-07
88,74,600,5.586615830715777e-07
88,75,600,5.422652066044975e-07
88,76,600,5.191504723562071e-07
88,77,600,4.940164431170496e-07
88,78,600,4.869254360372859e-07
88,79,600,4.7135919323026383e-07
88,80,600,4.6248023265530057e-07
88,81,600,4.697889023107468e-07
88,82,600,4.6407659346258644e-07
88,83,600,4.6192953959689483e-07
88,84,600,4.456951035978674e-07
88,85,600,4.295653377240389e-07
88,86,600,4.16390395679101e-07
88,87,600,3.8461241459979067e-07
88,88,600,3.9910070753242177e-07
88,89,600,4.060011112989359e-07
88,90,600,3.7076274027544734e-07
88,91,600,3.757744702912341e-07
88,92,600,3.900231495148737e-07
88,93,600,3.4884017661864306e-07
88,94,600,3.418055254506295e-07
88,95,600,3.433612722334912e-07
88,96,600,3.429740434955276e-07
88,97,600,3.1740693696304473e-07
88,98,600,3.6437569967143926e-07
88,99,600,3.2287466226714387e-07
88,100,600,3.183356667298205e-07
88,101,600,3.1405101751895355e-07
88,102,600,2.9954740087209517e-07
88,103,600,3.104908370083218e-07
88,104,600,2.805785129567084e-07
88,105,600,2.8837174500937947e-07
88,106,600,2.9315838548283957e-07
88,107,600,3.1347373886834056e-07
88,108,600,3.2092118873917665e-07
88,109,600,3.2117796085853304e-07
88,110,600,3.5218851831144237e-07
88,111,600,3.315447785505392e-07
88,112,600,2.8435013131468764e-07
88,113,600,3.0423616183988523e-07
88,114,600,3.2934148447937236e-07
88,115,600,2.971204236096606e-07
88,116,600,2.6677832898102634e-07
88,117,600,2.685663195740361e-07
88,118,600,2.400022683888749e-07
88,119,600,2.5349994081424434e-07
99,0,600,0.018212429117901545
99,1,600,0.0015698379167588428
99,2,600,0.0002574756403766131
99,3,600,8.773371316094295e-05
99,4,600,5.0786692908762856e-05
99,5,600,3.4655645236183005e-05
99,6,600,2.5508188522699608e-05
99,7,600,1.9919859168064584e-05
99,8,600,1.5866442204002704e-05
99,9,600,1.3427344224749648e-05
99,10,600,1.1154107046183382e-05
99,11,600,9.833899055497327e-06
99,12,600,8.600334101509746e-06
99,13,600,7.4910406702225675e-06
99,14,600,6.672532469421735e-06
99,15,600,5.9880971021859874e-06
99,16,600,5.41905299685727e-06
99,17,600,5.007545115930905e-06
99,18,600,4.514893869686364e-06
99,19,600,4.1353010386190275e-06
99,20,600,3.799720920333608e-06
99,21,600,3.4378417479418116e-06
99,22,600,3.2053442091158726e-06
99,23,600,3.0531300820401063e-06
99,24,600,2.8543348949633103e-06
99,25,600,2.6105754494366063e-06
99,26,600,2.515916865999507e-06
99,27,600,2.3658144432135347e-06
99,28,600,2.213298984985924e-06
99,29,600,2.073833060852562e-06
99,30,600,1.971922286932233e-06
99,31,600,1.8531742386441792e-06
99,32,600,1.783612782147477e-06
99,33,600,1.7694801918447699e-06
99,34,600,1.6262460289190611e-06
99,35,600,1.532765529526315e-06
99,36,600,1.4903920792245405e-06
99,37,600,1.4105961757817757e-06
99,38,600,1.358584572579658e-06
99,39,600,1.35577762062224e-06
99,40,600,1.2384645736729954e-06
99,41,600,1.1762369036947155e-06
99,42,600,1.1606993535008913e-06
99,43,600,1.1228609968097053e-06
99,44,600,1.070257904326641e-06
99,45,600,1.0461663171219314e-06
99,46,600,1.0446921530609342e-06
99,47,600,9.847541736905298e-07
99,48,600,9.415187464942152e-07
99,49,600,8.93139919131308e-07
99,50,600,8.695276748264741e-07
99,51,600,8.397441577376173e-07
99,52,600,8.219100457632809e-07
99,53,600,7.946607351378158e-07
99,54,600,7.88462796208478e-07
99,55,600,7.447155601431931e-07
99,56,600,7.37531775628572e-07
99,57,600,6.70908819924271e-07
99,58,600,6.748682386913922e-07
99,59,600,6.834131589154199e-07
99,60,600,6.880579247224792e-07
99,61,600,6.413887026730278e-07
99,62,600,6.223993439466301e-07
99,63,600,5.947039872018265e-07
99,64,600,5.854272211237051e-07
99,65,600,5.594883116612581e-07
99,66,600,5.349414999201192e-07
99,67,600,5.365536427043001e-07
99,68,600,5.438381758961585e-07
99,69,600,4.837727308433004e-07
99,70,600,4.6799504442979487e-07
99,71,600,4.80568641143308e-07
99,72,600,4.6090856088946896e-07
99,73,600,4.5475507620626317e-07
99,74,600,4.4151605367771575e-07
99,75,600,4.2030133045045655e-07
99,76,600,4.0630851317832584e-07
99,77,600,4.1318300322688485e-07
99,78,600,3.959542009636751e-07
99,79,600,3.9971649677657916e-07
99,80,600,4.1788685133556825e-07
99,81,600,3.751703613225369e-07
99,82,600,3.7031696520946415e-07
99,83,600,3.7558842417470975e-07
99,84,600,3.7412058962840277e-07
99,85,600,3.557716224266091e-07
99,86,600,3.331850912876402e-07
99,87,600,3.2118883089089265e-07
99,88,600,3.4067053006406476e-07
99,89,600,3.312553116673275e-07
99,90,600,3.099867430627886e-07
99,91,600,3.008503628770517e-07
99,92,600,2.993492273617449e-07
99,93,600,2.959708546924096e-07
99,94,600,3.054657386919165e-07
99,95,600,3.0653092497495414e-07
99,96,600,2.9150870764289336e-07
99,97,600,3.0188849573158607e-07
99,98,600,2.843632620696506e-07
99,99,600,2.6093190219973245e-07
99,100,600,2.688159677919238e-07
99,101,600,2.6886668281708565e-07
99,102,600,2.5512773064699437e-07
99,103,600,2.3309369181022608e-07
99,104,600,2.3888863902237446e-07
99,105,600,2.468335235574302e-07
99,106,600,2.3684342537714992e-07
99,107,600,2.1769937005369923e-07
99,108,600,2.1400647818537483e-07
99,109,600,2.1138021552539947e-07
99,110,600,2.3465068039740796e-07
99,111,600,2.2036579887179337e-07
99,112,600,2.185175829008825e-07
99,113,600,2.2055911705664534e-07
99,114,600,2.1740566414731992e-07
99,115,600,1.9986370124283177e-07
99,116,600,1.9962033766325095e-07
99,117,600,2.0732940174040872e-07
99,118,600,1.867623715001125e-07
99,119,600,2.2036300120326382e-07
110,0,600,0.020516783876442596
110,1,600,0.0026080467151539206
110,2,600,0.00043129712989627334
110,3,600,0.00011786140903974514
110,4,600,5.4644838746753516e-05
110,5,600,3.501108288841543e-05
110,6,600,2.548946964739834e-05
110,7,600,2.0446061161668405e-05
110,8,600,1.6789145976010906e-05
110,9,600,1.4301687516356316e-05
110,10,600,1.2676505837972446e-05
110,11,600,1.1588048896795187e-05
110,12,600,1.0406836698070708e-05
110,13,600,9.556988913429545e-06
110,14,600,8.855715503542391e-06
110,15,600,8.245394684835399e-06
110,16,600,7.577946364204091e-06
110,17,600,6.9267464512354075e-06
110,18,600,6.511800766498997e-06
110,19,600,6.031902182114304e-06
110,20,600,5.62055432438731e-06
110,21,600,5.336735670138488e-06
110,22,600,5.029424808430792e-06
110,23,600,4.703832672404181e-06
110,24,600,4.515842714394431e-06
110,25,600,4.182453169146596e-06
110,26,600,3.972489485261719e-06
110,27,600,3.703367422914246e-06
110,28,600,3.4832598215105373e-06
110,29,600,3.261815092963316e-06
110,30,600,3.0733345499213196e-06
110,31,600,3.0276593011685218e-06
110,32,600,2.8410950167917208e-06
110,33,600,2.7654333962345843e-06
110,34,600,2.5525736299115174e-06
110,35,600,2.424695252270076e-06
110,36,600,2.3360289446827663e-06
110,37,600,2.2219934330199687e-06
110,38,600,2.089900984078428e-06
110,39,600,2.030718148585277e-06
110,40,600,1.9158340472514327e-06
110,41,600,1.8530181029363074e-06
110,42,600,1.7490369235642185e-06
110,43,600,1.6787141829043223e-06
110,44,600,1.6545342580349439e-06
110,45,600,1.6232334587584774e-06
110,46,600,1.5368469199098687e-06
110,47,600,1.4550303286628869e-06
110,48,600,1.4088018839461971e-06
110,49,600,1.4113963115242338e-06
110,50,600,1.2896021159672513e-06
110,51,600,1.2483711274351087e-06
110,52,600,1.1838966429422726e-06
110,53,600,1.1666021649896146e-06
110,54,600,1.1063515656635566e-06
110,55,600,1.1063911131259375e-06
110,56,600,1.040671745793014e-06
110,57,600,1.0329232093466234e-06
110,58,600,9.782415436108605e-07
110,59,600,9.593062672090463e-07
110,60,600,9.314584043582534e-07
110,61,600,9.22168136472273e-07
110,62,600,8.624663636462509e-07
110,63,600,8.489532400577255e-07
110,64,600,8.220738661030305e-07
110,65,600,7.882871410689212e-07
110,66,600,7.802593308114362e-07
110,67,600,7.386320263728855e-07
110,68,600,7.357175802194673e-07
110,69,600,7.038411946555961e-07
110,70,600,6.956437793429645e-07
110,71,600,6.820212095853524e-07
110,72,600,6.531926017990037e-07
110,73,600,6.279824608674588e-07
110,74,600,6.151024707964768e-07
110,75,600,5.947646950756423e-07
110,76,600,5.837619263023666e-07
110,77,600,5.587748013998574e-07
110,78,600,5.640977777052046e-07
110,79,600,5.529181292654596e-07
110,80,600,5.242905087386947e-07
110,81,600,5.144754658503141e-07
110,82,600,5.761792233502811e-07
110,83,600,5.531510475676489e-07
110,84,600,4.808894555265541e-07
110,85,600,4.469446190270039e-07
110,86,600,4.358075084622359e-07
110,87,600,4.3238122486854986e-07
110,88,600,4.465680949519274e-07
110,89,600,4.328018781351554e-07
110,90,600,4.1280288530144486e-07
110,91,600,4.167931130520006e-07
110,92,600,3.988977258167755e-07
110,93,600,3.9468772435587824e-07
110,94,600,3.6327352799353797e-07
110,95,600,3.744592598758046e-07
110,96,600,3.6039994178712445e-07
110,97,600,3.2726348766381737e-07
110,98,600,3.1223601216592405e-07
110,99,600,3.1096955455579613e-07
110,100,600,3.1898268470118447e-07
110,101,600,3.091835158610784e-07
110,102,600,2.92485702558272e-07
110,103,600,2.984153999370009e-07
110,104,600,3.1540612745199104e-07
110,105,600,2.9345198144207974e-07
110,106,600,2.840755268912768e-07
110,107,600,3.222597459434359e-07
110,108,600,2.805017629725626e-07
110,109,600,2.7866591396057056e-07
110,110,600,2.556774788331495e-07
110,111,600,2.720088631528932e-07
110,112,600,3.236686440363644e-07
110,113,600,2.6672440275146267e-07
110,114,600,2.422213671743041e-07
110,115,600,2.3478534918814676e-07
110,116,600,2.3786162144963451e-07
110,117,600,2.4464181163203217e-07
110,118,600,2.5994579730374765e-07
110,119,600,2.6460508368736077e-07
121,0,600,0.02016613225109483
121,1,600,0.002316859850237195
121,2,600,0.0003795657798611118
121,3,600,0.00010698076159889367
121,4,600,4.991616501923234e-05
121,5,600,3.0123058786557524e-05
121,6,600,2.2183927563003776e-05
121,7,600,1.7030589754684017e-05
121,8,600,1.3435590201544598e-05
121,9,600,1.1085337270120172e-05
121,10,600,9.410735107226892e-06
121,11,600,8.171389029149923e-06
121,12,600,7.127764542689731e-06
121,13,600,6.525497361795524e-06
121,14,600,5.858649757627925e-06
121,15,600,5.1715835788376056e-06
121,16,600,4.628930058683373e-06
121,17,600,4.240495550938679e-06
121,18,600,3.933537583945604e-06
121,19,600,3.5977646252592285e-06
121,20,600,3.485289855569518e-06
121,21,600,3.1749674055965055e-06
121,22,600,2.978008304030242e-06
121,23,600,2.875904114094546e-06
121,24,600,2.65701002035712e-06
121,25,600,2.4759901162054265e-06
121,26,600,2.3975335424390657e-06
121,27,600,2.267594239631427e-06
121,28,600,2.2165271957419466e-06
121,29,600,2.002080337828566e-06
121,30,600,1.870699461386194e-06
121,31,600,1.757547588747337e-06
121,32,600,1.6339551929209656e-06
121,33,600,1.6833338714892113e-06
121,34,600,1.580735539918303e-06
121,35,600,1.5320020147076946e-06
121,36,600,1.428940592368714e-06
121,37,600,1.4296371863278374e-06
121,38,600,1.3039438188475048e-06
121,39,600,1.2251445486742198e-06
121,40,600,1.2722628546749836e-06
121,41,600,1.1667073959200167e-06
121,42,600,1.0906644350047587e-06
121,43,600,1.0866022487215033e-06
121,44,600,9.945267819196152e-07
121,45,600,9.557862352051562e-07
121,46,600,9.648657571628256e-07
121,47,600,9.349858098510978e-07
121,48,600,8.816647086979701e-07
121,49,600,8.358200695487252e-07
121,50,600,8.170258575702113e-07
121,51,600,7.868203433166567e-07
121,52,600,7.477075808095067e-07
121,53,600,7.140108188626695e-07
121,54,600,6.919940987197487e-07
121,55,600,6.824316537739307e-07
121,56,600,6.764443924112129e-07
121,57,600,6.498003300162294e-07
121,58,600,6.274588981257597e-07
121,59,600,6.081693235752316e-07
121,60,600,6.000022662383823e-07
121,61,600,5.762524444052312e-07
121,62,600,5.520302716371062e-07
121,63,600,5.451303909048396e-07
121,64,600,5.228378842945716e-07
121,65,600,5.137508669337733e-07
121,66,600,5.042776773746626e-07
121,67,600,4.930009349903374e-07
121,68,600,4.62867408139956e-07
121,69,600,4.994385230810094e-07
121,70,600,4.6734501989033703e-07
121,71,600,4.3648006543375427e-07
121,72,600,4.2622156444706073e-07
121,73,600,4.1912907375406483e-07
121,74,600,4.1055070446897217e-07
121,75,600,4.0376592425529547e-07
121,76,600,3.9817146841869543e-07
121,77,600,3.8277699969201317e-07
121,78,600,3.846905919521018e-07
121,79,600,3.7193426114874075e-07
121,80,600,3.6565433015012836e-07
121,81,600,3.4962387279560253e-07
121,82,600,3.488107585039152e-07
121,83,600,3.395798237037477e-07
121,84,600,3.2060950176353223e-07
121,85,600,3.1568620656978397e-07
121,86,600,3.0576326679465634e-07
121,87,600,3.312771145589833e-07
121,88,600,3.1284552986071976e-07
121,89,600,2.888972441670184e-07
121,90,600,3.093360084293588e-07
121,91,600,2.847000905154872e-07
121,92,600,2.829966739544656e-07
121,93,600,2.7694942827481914e-07
121,94,600,2.669680282595341e-07
121,95,600,2.623263287809526e-07
121,96,600,2.5470062804575526e-07
121,97,600,2.492527729570707e-07
121,98,600,2.645336169998221e-07
121,99,600,2.484427552106258e-07
121,100,600,2.540325581142162e-07
121,101,600,2.3456120863173916e-07
121,102,600,2.2775012472433637e-07
121,103,600,2.2941727645562235e-07
121,104,600,2.247112225979053e-07
121,105,600,2.3097631694063718e-07
121,106,600,2.1633733576951078e-07
121,107,600,2.141038389200539e-07
121,108,600,2.1480663606684845e-07
121,109,600,2.1787056934236286e-07
121,110,600,2.1903011121307106e-07
121,111,600,2.386567990248822e-07
121,112,600,2.1300734889145568e-07
121,113,600,1.999449461203241e-07
121,114,600,1.9929586278821216e-07
121,115,600,2.0549673925080768e-07
121,116,600,1.9282799813499636e-07
121,117,600,1.8190090766043602e-07
121,118,600,1.823478988764069e-07
121,119,600,1.8742372882223592e-07
132,0,600,0.022758226608857512
132,1,600,0.0041600450600718
132,2,600,0.00048232611474017373
132,3,600,0.0001710002917542098
132,4,600,7.613285078581324e-05
132,5,600,4.505460137328268e-05
132,6,600,3.0147941977606693e-05
132,7,600,2.318878588611321e-05
132,8,600,1.8852082585477833e-05
132,9,600,1.478204297822422e-05
132,10,600,1.2406958424100212e-05
132,11,600,1.037237562310398e-05
132,12,600,9.17634525218378e-06
132,13,600,8.201869966222532e-06
132,14,600,7.34116834600603e-06
132,15,600,6.51996905329916e-06
132,16,600,5.988916633501311e-06
132,17,600,5.512097038119559e-06
132,18,600,5.05889004814794e-06
132,19,600,4.655030341525976e-06
132,20,600,4.2922755686671925e-06
132,21,600,4.006938879205049e-06
132,22,600,3.7586262159924154e-06
132,23,600,3.4746971502835028e-06
132,24,600,3.2431764494551893e-06
132,25,600,3.0686312620194884e-06
132,26,600,2.803521886706125e-06
132,27,600,2.6720025396954085e-06
132,28,600,2.4671814870950915e-06
132,29,600,2.3733245903282577e-06
132,30,600,2.1713167017735124e-06
132,31,600,2.054412588174608e-06
132,32,600,1.9814366013585972e-06
132,33,600,1.8804244841942961e-06
132,34,600,1.730074746463192e-06
132,35,600,1.6198404245259505e-06
132,36,600,1.621222830145167e-06
132,37,600,1.495219623848243e-06
132,38,600,1.4232907634131582e-06
132,39,600,1.3526082269484168e-06
132,40,600,1.3702243291534517e-06
132,41,600,1.300929727078351e-06
132,42,600,1.1788983930440928e-06
132,43,600,1.1549493110937634e-06
132,44,600,1.0931686221594741e-06
132,45,600,1.015154471492439e-06
132,46,600,1.0007640520071666e-06
132,47,600,9.432455894248531e-07
132,48,600,9.302388605192391e-07
132,49,600,9.013213455869175e-07
132,50,600,8.3374161102998e-07
132,51,600,8.120698219882844e-07
132,52,600,7.905159656885236e-07
132,53,600,7.667046789169704e-07
132,54,600,7.385996688550509e-07
132,55,600,6.961793780802557e-07
132,56,600,6.524519594258412e-07
132,57,600,6.36701961441663e-07
132,58,600,6.249230379676431e-07
132,59,600,6.34653070326414e-07
132,60,600,6.040073302708488e-07
132,61,600,5.778765524299065e-07
132,62,600,5.567650546074794e-07
132,63,600,5.549333411037975e-07
132,64,600,5.033816689236023e-07
132,65,600,4.894796331343873e-07
132,66,600,4.831166013206568e-07
132,67,600,4.7350010935301e-07
132,68,600,4.7102405550216834e-07
132,69,600,4.585417069859576e-07
132,70,600,4.2845272338653505e-07
132,71,600,4.2801545912664687e-07
132,72,600,4.1363828842122533e-07
132,73,600,4.158684816957248e-07
132,74,600,3.959410310914647e-07
132,75,600,4.0095065281476357e-07
132,76,600,3.75916245706034e-07
132,77,600,3.771113658726072e-07
132,78,600,3.7322041103942336e-07
132,79,600,3.7351410819490793e-07
132,80,600,3.5754496776151325e-07
132,81,600,3.586195569931461e-07
132,82,600,3.4069498410285875e-07
132,83,600,3.299577014702567e-07
132,84,600,3.155422998259526e-07
132,85,600,3.198650173736066e-07
132,86,600,2.978962376986553e-07
132,87,600,2.9846830455569844e-07
132,88,600,3.069689730008768e-07
132,89,600,2.941890956339864e-07
132,90,600,2.8749862560803915e-07
132,91,600,2.890105119341139e-07
132,92,600,2.864820634846709e-07
132,93,600,2.764269504944806e-07
132,94,600,2.6626526297497164e-07
132,95,600,2.714367662286733e-07
132,96,600,2.6259473637418e-07
132,97,600,2.459052987247608e-07
132,98,600,2.4328916960090096e-07
132,99,600,2.4046709706968417e-07
132,100,600,2.397058069977662e-07
132,101,600,2.519168091159946e-07
132,102,600,2.391767121199145e-07
132,103,600,2.392392654601999e-07
132,104,600,2.2967214963081892e-07
132,105,600,2.2629240351977246e-07
132,106,600,2.2385520289366183e-07
132,107,600,2.0520707147098665e-07
132,108,600,2.077715804130333e-07
132,109,600,2.1442005698932723e-07
132,110,600,2.0638995556809232e-07
132,111,600,1.9974287973330943e-07
132,112,600,2.0917786273637254e-07
132,113,600,1.9280023756688312e-07
132,114,600,2.0208672065348911e-07
132,115,600,1.8757271602142184e-07
132,116,600,1.8238986824240111e-07
132,117,600,1.7988084879873079e-07
132,118,600,1.7830047692326079e-07
132,119,600,1.701173420611356e-07
143,0,600,0.020481415508363986
143,1,600,0.002005834455791812
143,2,600,0.00031195050189700477
143,3,600,8.361046480116017e-05
143,4,600,4.24255690775585e-05
143,5,600,2.9624631889945655e-05
143,6,600,2.3212894154168775e-05
143,7,600,1.8944958619134634e-05
143,8,600,1.5757333149897597e-05
143,9,600,1.3308028170094508e-05
143,10,600,1.1499092493307361e-05
143,11,600,9.89356668038741e-06
143,12,600,8.648550429394449e-06
143,13,600,7.68224316935199e-06
143,14,600,6.796832870972331e-06
143,15,600,6.126799996165669e-06
143,16,600,5.509010720504049e-06
143,17,600,5.029233548875229e-06
143,18,600,4.707529035984311e-06
143,19,600,4.26602281980817e-06
143,20,600,3.9540102833550354e-06
143,21,600,3.614334444759343e-06
143,22,600,3.4135030953046607e-06
143,23,600,3.124598927235255e-06
143,24,600,3.0133538847334613e-06
143,25,600,2.763881573293091e-06
143,26,600,2.594042927596188e-06
143,27,600,2.465211679535921e-06
143,28,600,2.3239028857795732e-06
143,29,600,2.2102432790473504e-06
143,30,600,2.0231519065897664e-06
143,31,600,1.9124003690768933e-06
143,32,600,1.8624958048157598e-06
143,33,600,1.7178460959592865e-06
143,34,600,1.6334238658170136e-06
143,35,600,1.5146189543644906e-06
143,36,600,1.4729860900412239e-06
143,37,600,1.4037716081666554e-06
143,38,600,1.314077793255676e-06
143,39,600,1.2639926826283812e-06
143,40,600,1.2283048542820706e-06
143,41,600,1.2410831552164096e-06
143,42,600,1.181479841474548e-06
143,43,600,1.101026052047497e-06
143,44,600,1.0326887113957413e-06
143,45,600,1.0304906625510501e-06
143,46,600,9.93477718075634e-07
143,47,600,9.64766523063525e-07
143,48,600,9.640965396030018e-07
143,49,600,9.083073334032201e-07
143,50,600,8.838193154085609e-07
143,51,600,8.107282580663434e-07
143,52,600,7.974002597309568e-07
143,53,600,7.82913377861405e-07
143,54,600,7.797535386687645e-07
143,55,600,7.48851563888533e-07
143,56,600,6.996469162339436e-07
143,57,600,6.98203424582588e-07
143,58,600,6.74186482061295e-07
143,59,600,6.511325924102015e-07
143,60,600,6.211513030058613e-07
143,61,600,6.2029917124188e-07
143,62,600,6.046542278239175e-07
143,63,600,5.859652626321277e-07
143,64,600,5.62842868583558e-07
143,65,600,5.429674594755565e-07
143,66,600,5.381610344257799e-07
143,67,600,5.096194154487564e-07
143,68,600,4.949834241666682e-07
143,69,600,5.124399794603483e-07
143,70,600,4.796900577431237e-07
143,71,600,4.583320134088353e-07
143,72,600,4.797446758917239e-07
143,73,600,4.3197317633090094e-07
143,74,600,4.219669308799655e-07
143,75,600,4.097153726278473e-07
143,76,600,4.2510588131287805e-07
143,77,600,4.19726443935456e-07
143,78,600,3.9838202855877937e-07
143,79,600,3.771562928166436e-07
143,80,600,3.8989982308042897e-07
143,81,600,3.6332539402313785e-07
143,82,600,3.786425072336753e-07
143,83,600,3.4924935978085017e-07
143,84,600,3.4840469043585567e-07
143,85,600,3.514257642971068e-07
143,86,600,3.569038818496713e-07
143,87,600,3.241211153318832e-07
143,88,600,3.4433729019000515e-07
143,89,600,3.0035607180348287e-07
143,90,600,3.020664847422507e-07
143,91,600,3.019716869726165e-07
143,92,600,3.072142992490817e-07
143,93,600,2.8146628135585305e-07
143,94,600,3.137350272721194e-07
143,95,600,3.088821286885497e-07
143,96,600,3.116915509412808e-07
143,97,600,2.8832497372078297e-07
143,98,600,2.844015595003743e-07
143,99,600,2.5207053892616287e-07
143,100,600,2.383874939787826e-07
143,101,600,2.389805891611056e-07
143,102,600,2.453187053076458e-07
143,103,600,2.39463431596146e-07
143,104,600,2.4132685333119006e-07
143,105,600,2.430860540788384e-07
143,106,600,2.6745431735040066e-07
143,107,600,2.5013700569556215e-07
143,108,600,2.4472511057638257e-07
143,109,600,2.2703349817208477e-07
143,110,600,2.2678829832569277e-07
143,111,600,2.2038268196554686e-07
143,112,600,2.1807607176445964e-07
143,113,600,1.9501635857989782e-07
143,114,600,2.0637772024656442e-07
143,115,600,2.1009807481600783e-07
143,116,600,2.3180082100799682e-07
143,117,600,2.430679611925849e-07
143,118,600,1.8744485243503637e-07
143,119,600,1.8726360165924475e-07
154,0,596,0.018434451261878405
154,1,596,0.0016996642426085216
154,2,596,0.0003437877640336458
154,3,596,0.00010743826898856482
154,4,596,5.654222416189059e-05
154,5,596,4.031681767772075e-05
154,6,596,3.106698267832766e-05
154,7,596,2.4662962833214188e-05
154,8,596,2.0309483586874864e-05
154,9,596,1.7426763420907693e-05
154,10,596,1.4658685440257326e-05
154,11,596,1.2796972810304541e-05
154,12,596,1.1305598089070131e-05
154,13,596,9.894858191584815e-06
154,14,596,9.017105759611647e-06
154,15,596,8.146599039767018e-06
154,16,596,7.37793432228117e-06
154,17,596,6.762623953411668e-06
154,18,596,6.324794955952185e-06
154,19,596,5.841220926365502e-06
154,20,596,5.297602616625035e-06
154,21,596,4.842524456188058e-06
154,22,596,4.529539115824981e-06
154,23,596,4.056704189057009e-06
154,24,596,3.8605328810310885e-06
154,25,596,3.687539164706035e-06
154,26,596,3.413943764634927e-06
154,27,596,3.1612717449254556e-06
154,28,596,3.0455949399765816e-06
154,29,596,2.851501990095896e-06
154,30,596,2.6421124582492134e-06
154,31,596,2.51291785748196e-06
154,32,596,2.366403824501168e-06
154,33,596,2.3391805622228086e-06
154,34,596,2.1954967977714993e-06
154,35,596,2.0490074970630783e-06
154,36,596,1.95569122129918e-06
154,37,596,1.9210840485739985e-06
154,38,596,1.7441973945527644e-06
154,39,596,1.7396282385705394e-06
154,40,596,1.6250972916359866e-06
154,41,596,1.5174328741283574e-06
154,42,596,1.46345134609012e-06
154,43,596,1.4121812700738556e-06
