seed,state,rep,requested_l1,actual_l1,margin,group,anchored_gap,q_error,decision_flip,strict_flip,policy_loss
11,6,3,0.05,0.050000000000000655,0.04202757962531489,narrow,0.08794012104571713,0.04616487939678304,0,0,0.0
11,6,4,0.05,0.049999999999999635,0.04202757962531489,narrow,0.09387569017434583,0.05213307075577056,0,0,0.0
11,6,0,0.15,0.14999999999999997,0.04202757962531489,narrow,0.16216218604521515,0.12079487314745041,0,0,0.0
11,6,1,0.15,0.14999999999999994,0.04202757962531489,narrow,0.13974233836638472,0.09825180469235839,0,0,0.0
11,6,2,0.15,0.1499999999999996,0.04202757962531489,narrow,0.1701213236005117,0.1287977545819201,0,0,0.0
11,6,3,0.15,0.14999999999999986,0.04202757962531489,narrow,0.20822137869515522,0.1671072097773889,0,0,0.0
11,6,4,0.15,0.14999999999999952,0.04202757962531489,narrow,0.18441267535383776,0.14316765242896423,0,0,0.0
11,6,0,0.35,0.34999999999999976,0.04202757962531489,narrow,0.28104430064302743,0.24033037070550378,0,0,0.0
11,6,1,0.35,0.35,0.04202757962531489,narrow,0.3492886295239943,0.30894977435507265,0,0,0.0
11,6,2,0.35,0.34999999999999964,0.04202757962531489,narrow,0.32776638565656846,0.2873092429937154,0,0,0.0
11,6,3,0.35,0.3500000000000001,0.04202757962531489,narrow,0.26581825203174514,0.22502063885264967,0,0,0.0
11,6,4,0.35,0.3499999999999996,0.04202757962531489,narrow,0.3597001512747662,0.3194185184300373,0,0,0.0
11,6,0,0.7,0.6999999999999996,0.04202757962531489,narrow,0.29909375341009525,0.25847902430626846,0,0,0.0
11,6,1,0.7,0.7000000000000001,0.04202757962531489,narrow,0.45927630302540035,0.4195419464553254,0,0,0.0
11,6,2,0.7,0.7000000000000001,0.04202757962531489,narrow,0.5222820274991156,0.48289395402560054,0,0,0.0
11,6,3,0.7,0.7000000000000003,0.04202757962531489,narrow,0.7353285768998692,0.6971114195526971,0,0,0.0
11,6,4,0.7,0.7000000000000002,0.04202757962531489,narrow,0.6740671304858337,0.6355132766949456,0,0,0.0
11,7,0,0.05,0.04999999999999964,0.8420832910315701,wide,0.8282056577430525,0.014800599583541185,0,0,0.0
11,7,1,0.05,0.05000000000000025,0.8420832910315701,wide,0.8425820664612713,0.0005319477221821245,0,0,0.0
11,7,2,0.05,0.05000000000000032,0.8420832910315701,wide,0.829726158839672,0.013178973804164329,0,0,0.0
11,7,3,0.05,0.05000000000000014,0.8420832910315701,wide,0.8353607129984013,0.007169679697499376,0,0,0.0
11,7,4,0.05,0.050000000000000024,0.8420832910315701,wide,0.8256826158305577,0.017491442633142285,0,0,0.0
11,7,0,0.15,0.15000000000000033,0.8420832910315701,wide,0.7705987167866537,0.07623883250137808,0,0,0.0
11,7,1,0.15,0.15000000000000002,0.8420832910315701,wide,0.8049697202824024,0.03958190048358823,0,0,0.0
11,7,2,0.15,0.15000000000000008,0.8420832910315701,wide,0.8007845587553035,0.04404540652004485,0,0,0.0
11,7,3,0.15,0.14999999999999955,0.8420832910315701,wide,0.8265169961130745,0.016601569828090135,0,0,0.0
11,7,4,0.15,0.14999999999999994,0.8420832910315701,wide,0.7838208360183252,0.06213734355688594,0,0,0.0
11,7,0,0.35,0.34999999999999976,0.8420832910315701,wide,0.659102562232075,0.1951503143339579,0,0,0.007162648219040335
11,7,1,0.35,0.3500000000000003,0.8420832910315701,wide,0.7141939710555372,0.13639491522972413,0,0,0.007162648219040335
11,7,2,0.35,0.35000000000000014,0.8420832910315701,wide,0.7310638665409233,0.11840304565769699,0,0,0.0
11,7,3,0.35,0.3500000000000001,0.8420832910315701,wide,0.6567837899921019,0.19762330225169755,0,0,0.007162648219040335
11,7,4,0.35,0.35000000000000014,0.8420832910315701,wide,0.8221552563245167,0.021253397899629434,0,0,0.0
